2.4387025833129883,0.6244932413101196,1.8142093420028687,0.20000000298023224,0.6244932413101196,0.39681276679039,0.0,1.8142093420028687,0.6351737380027771
2.0231382846832275,0.7183313369750977,1.3048069477081299,0.10000000149011612,0.7183313369750977,0.46384260058403015,0.0,1.3048069477081299,0.5048829317092896
2.4850878715515137,0.6483142971992493,1.8367735147476196,0.25,0.6483142971992493,0.9558692574501038,0.0,1.8367735147476196,0.6871955990791321
1.9951000213623047,0.7687232494354248,1.2263767719268799,0.10000000149011612,0.7687232494354248,0.41471946239471436,0.550000011920929,1.2263767719268799,0.6666666865348816
1.456904411315918,0.650856077671051,0.8060483932495117,0.15000000596046448,0.650856077671051,0.7322049140930176,0.15000000596046448,0.8060483932495117,-0.6678562760353088
2.39853835105896,0.4976901412010193,1.813667893409729,0.1599999964237213,0.4976901412010193,nan,0.0,1.813667893409729,nan
1.717194585800171,0.2690632939338684,1.500937819480896,0.5699999928474426,0.2690632939338684,nan,0.009999999776482582,1.500937819480896,nan
loss,out1_loss,out2_loss,out1_accuracy,out1_rmse,out1_corr,out2_accuracy,out2_rmse,out2_corr
0.6327762842178345,0.4477015733718872,0.11160673201084137,0.18000000715255737,0.4477015733718872,nan,0.5,0.11160673201084137,nan
0.7888641405105591,0.5120313763618469,0.17422115802764893,0.1599999964237213,0.5120313763618469,nan,0.5,0.17422115802764893,nan
loss,out1_loss,out2_loss,out1_accuracy,out1_rmse,out1_corr,out2_accuracy,out2_rmse,out2_corr
0.5716765677928924,0.35972195863723755,0.16408272087574005,0.1599999964237213,0.35972195863723755,nan,0.5,0.16408272087574005,nan
